id_client,nom,prenom,email,date_naissance,sexe,ville,telephone,date_inscription,canal_acquisition
CLT0508,Leclercq,Vincent,hortense71@example.net,1971-09-05,male,Tanger,0623259549,2024-08-24,social_media
CLT0509,Berger,Jeannine,emace@example.net,1959-05-26,female,Fes,0786686304,2022-11-29,social_media
CLT0510,Hernandez,Adrienne,larocheaudrey@example.net,1970-03-04,female,Fès,0704834113,2020-08-30,referral
CLT0511,Fischer,Manon,richardalphonse@example.org,1964-08-29,1,Fès,0619402989,2020-11-21,paid_ads
CLT0512,Girard,Vincent,eugene80@example.net,1990-11-07,m,tanger,0730558703,2021-03-06,social_media
CLT0513,Masse,Chantal,bretonchristine@example.org,1995-08-16,Homme,tanger,0663506107,2021-12-06,email_campaign
CLT0514,Fernandes,Olivier,rolandda-silva@example.com,2003-07-21,f,Tnja,0663135084,2021-10-31,email_campaign
CLT0515,Diallo,Aimé,maillardfrederic@example.net,1975-10-28,Femme,Meknes,0615721083,2024-03-18,social_media
CLT0516,Voisin,Yves,amelie85@example.net,1974-07-26,0,TNG,0741724279,2022-07-04,organic
CLT0517,Perrin,Pénélope,alexandria00@example.net,2007-06-07,f,Tanger,0642973608,2022-04-01,email_campaign
CLT0518,Lesage,Bertrand,audrey87@example.net,1976-09-27,male,tanger,0642817075,2021-07-20,paid_ads
CLT0519,Brun,Arnaude,rvasseur@example.com,1972-02-29,1,Tanger,0691946293,2020-09-16,referral
CLT0520,Besnard,Gérard,francoise15@example.net,1988-08-25,f,Tnja,0696834977,2023-11-05,referral
CLT0521,Pereira,Marcel,mariesalmon@example.net,1982-11-16,female,marrakech,0701328580,2023-02-02,email_campaign
CLT0522,Dubois,Éric,hguyon@example.com,1999-09-10,Femme,casablanca,0772808319,2020-09-29,paid_ads
CLT0523,Masse,Andrée,spinto@example.org,1955-05-28,male,Tnja,0602391378,2021-08-15,organic
CLT0524,Brunel,Isaac,emilie38@example.net,2007-06-21,Femme,marrakech,0735010416,2024-01-28,referral
CLT0525,Teixeira,Brigitte,martinepinto@example.net,1976-03-25,female,Fès,0715308045,2021-11-17,email_campaign
CLT0526,Reynaud,Timothée,techeradele@examplenet,1974-01-18,Femme,Casablanca,0664484648,2024-10-16,referral
CLT0527,Clément,Eugène,guillotagnes@example.org,2029-01-01,0,meknès,0760723504,2022-10-02,social_media
CLT0528,Garnier,Nathalie,cguibert@example.com,1977-09-15,f,marrakech,0774131220,2021-06-07,email_campaign
CLT0529,Lopes,Marc,slegendre@example.com,1968-02-08,female,Meknes,0715445115,2021-08-13,referral
CLT0530,Seguin,Laurent,duvalpierre@example.com,1975-11-20,Femme,Tanger,0759800014,2023-07-23,referral
CLT0531,Richard,Marguerite,thierryaime@example.com,1966-10-23,1,TANGER,0790580341,2022-08-25,referral
CLT0532,Vidal,Roland,denisebernier@example.com,1984-01-31,Homme,OUJDA,0629185687,2022-05-27,email_campaign
CLT0533,Verdier,Édouard,thibautboucher@example.net,2004-08-26,1,meknès,0776033333,2023-06-14,email_campaign
CLT0534,Briand,Bernard,andrehebert@example.org,1989-08-08,1,TNG,0717865474,2021-03-09,paid_ads
CLT0535,Étienne,Dorothée,lcollet@example.com,1991-07-28,male,FES,0648444959,2020-04-13,email_campaign
CLT0536,Albert,Marianne,marchandnicole@example.org,1972-02-11,h,RABAT,0718838353,2021-10-08,social_media
CLT0537,Garcia,Stéphanie,augustejean@example.org,1979-10-07,Homme,Oujda,0769985754,2023-04-07,referral
CLT0538,Giraud,Arnaude,eperez@example.com,1966-04-01,female,Agadir,0662030872,2020-01-03,email_campaign
CLT0539,Perret,Renée,bmartel@example.org,2005-02-04,Femme,meknès,0727084549,2021-10-07,social_media
CLT0540,Delannoy,Henri,bernadettelecoq@example.com,1981-10-31,0,Agadir,0654844387,2020-12-01,organic
CLT0541,Masson,Laurent,margot31@example.com,2002-05-07,Femme,Fes,0707257904,2020-05-20,email_campaign
CLT0542,Riou,Adélaïde,lopesalex@example.org,1989-05-30,male,casablanca,0701213996,2024-04-30,social_media
CLT0543,Devaux,Andrée,emarin@example.com,2003-09-23,m,TNG,0794195091,2021-07-10,referral
CLT0544,Étienne,Roland,wolivier@example.net,1998-02-13,1,Rabat,0739782731,2021-12-14,social_media
CLT0545,Mace,Jacques,emilielaine@example.org,1961-03-04,male,TANGER,0640253356,2020-06-28,referral
CLT0546,Robin,Virginie,jean73@example.net,1980-05-05,1,FES,0678588885,2022-11-20,organic
CLT0547,Langlois,Colette,pmorvan@example.com,1969-12-31,m,casablanca,0721237707,2020-03-23,paid_ads
CLT0548,Guillou,Christine,micheleolivier@example.net,2005-03-24,Femme,marrakech,0641427159,2023-05-25,paid_ads
CLT0549,Chauveau,Marc,thomas81@example.org,1969-11-23,f,tanger,0630885281,2021-09-02,organic
CLT0550,Fleury,Océane,daniellelegrand@example.net,2000-12-24,Homme,meknès,0648471710,2020-06-24,paid_ads
CLT0551,Dupont,Alice,thereseroche@example.org,1999-05-19,Homme,OUJDA,0700552788,2020-10-04,email_campaign
CLT0552,Lejeune,Roland,morinmarcelle@example.org,1965-07-13,f,Tanger,0664458149,2023-07-04,paid_ads
CLT0553,Letellier,Suzanne,ericdias@example.net,1987-05-09,0,Rabat,0794139312,2024-01-21,social_media
CLT0554,Poirier,Claire,michelle48@example.net,2005-03-02,Femme,FES,0773543138,2022-12-09,social_media
CLT0555,Lefort,Benoît,didiereleonore@example.com,1990-09-13,female,Meknes,0733347475,2020-02-05,organic
CLT0556,Le Gall,Antoine,madeleine60@example.com,1997-07-30,male,Oujda,0698582350,2021-04-12,referral
CLT0557,Blanchard,Bernard,maggie68@example.com,2003-11-28,1,Meknes,0719531600,2021-01-31,paid_ads
CLT0558,Chevallier,Hortense,veronique09@example.org,1979-07-11,1,Agadir,0630354748,2022-11-02,paid_ads
CLT0559,Sanchez,Laetitia,tclerc@example.net,1983-12-04,f,Fès,0674384735,2020-05-06,paid_ads
CLT0560,Gimenez,Guillaume,ubarthelemy@example.org,1989-06-18,h,casablanca,0721710187,2020-04-25,email_campaign
CLT0561,Poirier,Gilles,margotfontaine@example.com,1999-03-23,Homme,Meknes,0707383410,2021-06-14,paid_ads
CLT0562,Gonzalez,Camille,klejeune@example.net,1994-03-10,1,Tanger,0623047242,2022-05-25,paid_ads
CLT0563,Brun,Pierre,madeleineparent@example.net,2003-03-24,male,Fes,0784666321,2021-03-24,referral
CLT0564,Legros,Franck,sabinelefebvre@example.com,1984-11-25,female,RABAT,0730348786,2024-08-04,social_media
CLT0565,Lagarde,Alfred,suzannecharpentier@example.net,1969-12-11,m,TANGER,0742644382,2021-05-03,organic
CLT0566,Perez,Éric,richardmarchal@example.com,1999-03-11,Femme,Fès,0768098859,2022-02-21,referral
CLT0567,Leleu,Franck,rousseaucelina@example.net,1963-04-17,Femme,Tanger,0619702159,2024-08-13,referral
CLT0568,Mallet,Élodie,guy23example.com,1969-12-16,h,Marrakech,0707374478,2024-07-11,paid_ads
CLT0569,Boulay,Rémy,tjean@example.org,1963-04-13,1,Agadir,0755288251,2023-07-20,social_media
CLT0570,Germain,Denise,jacquelineboutin@example.org,2001-11-28,m,Fès,0764409386,2021-05-24,paid_ads
CLT0571,Garcia,Raymond,bonninmargaux@example.net,1997-02-28,1,CASABLANCA,0613287621,2020-09-12,referral
CLT0572,Pons,Manon,delaunayalexandria@example.net,1985-09-12,Femme,TNG,0642987860,2024-02-12,organic
CLT0573,Daniel,Henriette,gregoire77@example.net,1962-03-23,h,Tnja,0693961355,2023-04-25,paid_ads
CLT0574,Hamon,Célina,joseph97@example.com,1998-12-02,Homme,Rabat,0777067756,2023-03-30,email_campaign
CLT0575,Masse,Élisabeth,daniellegilbert@example.org,2007-05-01,m,Casablanca,0753629129,2022-06-17,referral
CLT0576,Dupuy,Margot,gregoire28@example.com,1979-04-27,1,TNG,0797310289,2021-05-15,organic
CLT0577,Parent,Isaac,nicolemarin@example.net,1955-12-25,male,Tnja,0720188419,2022-02-15,paid_ads
CLT0578,Raynaud,Sophie,dialloroland@example.com,1992-07-25,m,marrakech,0613628720,2021-04-27,referral
CLT0579,Fischer,Stéphanie,laure02@example.org,1991-03-07,Femme,Tnja,0676220212,2023-09-07,social_media
CLT0580,Carlier,Gabriel,cecile37@example.org,1970-07-09,Femme,OUJDA,0694887862,2024-08-29,paid_ads
CLT0581,Blot,Marcelle,flefebvre@example.com,2004-01-21,Homme,CASABLANCA,0718864534,2024-08-22,social_media
CLT0582,Potier,William,barrechristine@example.com,1995-06-29,Homme,TNG,0736244174,2020-04-22,email_campaign
CLT0583,Daniel,Élodie,blefebvre@example.com,1961-11-09,male,TANGER,0659545590,2020-01-18,social_media
CLT0584,Denis,Océane,ymeunier@,1996-10-14,Homme,meknès,0796753965,2020-08-15,referral
CLT0585,Rolland,Timothée,gilbertgaillard@example.com,1978-09-28,male,Rabat,0739213590,2024-01-15,paid_ads
CLT0586,Brunet,Hortense,girardclaire@example.org,1999-06-01,1,FES,0648212709,2023-08-06,paid_ads
CLT0587,Rousseau,Tristan,patrick19@example.com,1968-01-29,m,tanger,0663763713,2022-07-24,paid_ads
CLT0588,Mercier,Alfred,marinebonnin@example.net,1984-06-05,0,Fès,0656332478,2022-11-17,organic
CLT0589,Lamy,Valentine,nicolaspierre@example.org,2002-08-30,Homme,RABAT,0688509306,2020-11-15,referral
CLT0590,Rossi,Capucine,georgesfabre@example.com,1997-04-25,h,TANGER,0686748216,2021-12-14,referral
CLT0591,Deschamps,Olivier,toussaintfranck@example.net,1985-11-29,Homme,tanger,0785971030,2023-10-15,referral
CLT0592,Barthelemy,Benoît,arenaud@example.com,1968-11-28,1,Fes,0682154608,2023-12-19,social_media
CLT0593,Fournier,Monique,vasseurmichele@example.com,1997-05-06,male,OUJDA,0794974626,2021-05-15,referral
CLT0594,Payet,Martin,ebouchet@example.org,1971-11-23,male,Tanger,0705273858,2022-03-17,paid_ads
CLT0595,Mary,Inès,augusteguibert@example.org,2006-07-21,male,CASABLANCA,0611461524,2021-05-06,email_campaign
CLT0596,Launay,Hélène,alainle-roux@example.org,1959-08-28,m,Fes,0637760183,2022-07-26,referral
CLT0597,Dumont,Jean,fontainemanonexample.com,1960-04-01,1,FES,0694332083,2021-07-16,referral
CLT0598,Fernandes,Margot,robertastrid@example.org,1956-10-23,male,FES,0740293704,2021-03-26,email_campaign
CLT0599,Allard,Marcelle,dbouchet@example.org,1990-05-01,1,Oujda,0693204039,2023-05-04,social_media
CLT0600,Guichard,Michelle,clairemarques@example.net,1994-11-17,0,casablanca,0775608678,2021-08-21,paid_ads
CLT0601,Lemaître,Anne,mauricethibault@example.org,1962-02-05,Homme,agadir,0764724330,2023-03-15,organic
CLT0602,Vallée,Madeleine,launaysusan@example.net,1961-03-07,Homme,tanger,0614192589,2020-03-04,email_campaign
CLT0603,Picard,Joseph,pmaury@example.net,1994-11-16,0,agadir,0725464656,2020-05-11,paid_ads
CLT0604,Morel,Arnaude,daniel78@example.com,1965-05-13,m,Casablanca,0783457816,2024-03-11,paid_ads
CLT0605,Robert,Gérard,gilletvictor@example.com,1995-07-21,1,Rabat,0767215116,2020-10-10,email_campaign
CLT0606,Guichard,Arthur,auguste77@example.com,1960-05-24,male,marrakech,0761688537,2022-08-31,social_media
CLT0607,Bertin,Claudine,sophie58@example.org,1980-06-01,Homme,meknès,0782159329,2020-01-16,referral
CLT0608,Pichon,Aurore,marthedupuy@example.org,2025-01-01,1,OUJDA,0700653667,2022-11-29,organic
CLT0609,Couturier,Jacqueline,michelleroux@example.net,1969-05-31,male,OUJDA,0742942227,2024-09-12,paid_ads
CLT0610,Bègue,Jérôme,samsonthomas@example.com,2006-01-15,h,Meknes,0747904717,2022-07-05,paid_ads
CLT0611,Guilbert,Alexandre,camille18@example.org,1995-02-15,m,Fes,0777143355,2024-01-27,referral
CLT0612,Auger,Christelle,diane55@example.org,2004-09-04,0,meknès,0682509082,2021-09-14,referral
CLT0613,Guibert,Marguerite,boucheranais@example.com,1958-06-07,female,Casablanca,0757209926,2023-11-20,email_campaign
CLT0614,Raymond,Françoise,diane37@example.com,1971-11-29,Homme,Oujda,0610863211,2024-06-28,email_campaign
CLT0615,Grenier,Louise,ugrondin@example.net,1979-04-09,h,meknès,0790928314,2022-08-02,social_media
CLT0616,Costa,Alice,marinpatricia@example.net,1969-11-23,f,Agadir,0756621222,2023-07-25,referral
CLT0617,Godard,Vincent,rolandsamson@example.com,1972-07-07,Homme,Fès,0735103919,2022-08-22,social_media
CLT0618,Rey,Suzanne,jeannine49@example.org,2003-06-10,h,FES,0663473145,2021-10-07,email_campaign
CLT0619,Diaz,Pénélope,christineblondel@example.com,1991-02-14,female,Agadir,0639338354,2022-10-05,social_media
CLT0620,Seguin,Henriette,claudinecouturier@example.org,1991-12-26,Femme,OUJDA,0670929012,2024-02-08,email_campaign
CLT0621,Tanguy,Édith,lenoirchristelle@example.net,1958-08-24,Homme,tanger,0693727916,2022-07-28,email_campaign
CLT0622,Perez,Gérard,fredericraymond@example.net,1962-01-01,h,OUJDA,0711489448,2020-03-19,email_campaign
CLT0623,Maillet,Catherine,thereselecoq@example.net,1972-01-23,m,Fes,0629066024,2021-01-03,paid_ads
CLT0624,Aubry,Louis,monnierdavid@example.org,1965-11-05,0,OUJDA,0758944411,2021-03-20,referral
CLT0625,Fernandes,Jean,grenierjeannine@example.net,2001-07-28,h,TANGER,0773174321,2020-02-11,paid_ads
CLT0626,Costa,Honoré,noel70@example.net,1980-09-12,male,Fès,0671087634,2021-03-05,social_media
CLT0627,Lévy,Corinne,paulette98@example.org,2005-10-29,Femme,marrakech,0797457146,2024-11-14,email_campaign
CLT0628,Menard,Théophile,llemoine@example.net,1999-11-02,f,OUJDA,0725951923,2021-09-23,social_media
CLT0629,Philippe,Claude,ihernandez@,1966-11-08,m,tanger,0743695066,2023-11-29,organic
CLT0630,Foucher,Dominique,louisvaillant@example.org,1979-07-04,0,Marrakech,0625987117,2021-04-21,social_media
CLT0631,Lecoq,Marie,laurepicard@example.org,1984-09-26,f,CASABLANCA,0763187353,2022-04-04,organic
CLT0632,Dupuy,Daniel,baronfrederic@example.net,1980-08-18,Homme,tanger,0752879999,2024-01-26,referral
CLT0633,Colin,Marianne,anouk26@example.com,2000-06-22,male,Marrakech,0611449660,2021-04-06,social_media
CLT0634,Mallet,Christelle,oleroux@example.com,1960-11-07,0,Oujda,0783757554,2024-08-03,paid_ads
CLT0635,Lopez,Raymond,gregoirejoly@example.com,1976-10-21,Homme,Fes,0788309034,2021-03-22,organic
CLT0636,Gallet,Juliette,uperon@,1975-08-09,male,Tnja,0616254753,2024-03-23,email_campaign
CLT0637,Guillot,Pierre,adriennehernandez@example.com,1977-03-18,male,Oujda,0704365181,2021-01-13,email_campaign
CLT0638,Hamel,Michel,mpineau@example.net,1984-02-16,Homme,Fès,0722095769,2021-07-23,social_media
CLT0639,Fabre,Claire,francoispaul@example.org,2027-01-01,female,agadir,0739529260,2020-09-14,organic
CLT0640,Delorme,Michelle,zoegaillard@example.net,2000-12-15,male,Agadir,0698958006,2020-07-01,paid_ads
CLT0641,Colas,Roland,jbruneau@example.com,1990-05-10,female,Casablanca,0691302524,2023-02-23,referral
CLT0642,Blanchard,Marcelle,omaury@example.org,2007-09-17,male,TANGER,0787985225,2023-01-13,referral
CLT0643,Bazin,Louis,cmorel@example.com,1989-01-08,m,Marrakech,0693187041,2024-11-19,social_media
CLT0644,Mary,Paulette,isabellepelletier@example.net,2004-04-18,male,Marrakech,0602839451,2022-09-02,referral
CLT0645,Brunel,Valérie,valettecolette@example.com,1982-11-30,h,TNG,0729148674,2021-02-02,paid_ads
CLT0646,Loiseau,Camille,bgimenez@example.org,1967-02-06,m,tanger,0738508825,2021-01-25,organic
CLT0647,Bouchet,Thérèse,isabelledavid@examplecom,1985-11-11,Femme,TNG,0607785796,2020-02-17,organic
CLT0648,Marchal,Maurice,gabriellambert@example.org,1987-11-03,male,Marrakech,0798497391,2024-01-21,email_campaign
CLT0649,Sanchez,Bertrand,raymondelisabeth@example.net,1984-06-25,Femme,meknès,0740950511,2021-01-14,organic
CLT0650,Gomes,René,notemail,1984-03-30,f,Tanger,0697967104,2024-09-26,organic
CLT0651,Sanchez,Grégoire,gsanchez@example.net,1998-06-24,h,Agadir,0615427799,2021-04-07,organic
CLT0652,Ferreira,Chantal,dlaporte@example.com,1985-03-24,m,Tanger,0683149069,2020-10-10,social_media
CLT0653,Boulanger,Catherine,eugenechauvet@example.org,1963-05-31,Homme,CASABLANCA,0692706009,2020-09-01,organic
CLT0654,Bourgeois,Thérèse,maillardgregoire@example.com,1966-09-01,Femme,Fès,0617764532,2024-07-26,organic
CLT0655,Perret,Benjamin,marthe56@example.org,1992-11-10,m,tanger,0647854913,2024-09-25,referral
CLT0656,Muller,Hugues,zmarin@example.net,1992-06-30,female,Tnja,0720656085,2021-04-29,email_campaign
CLT0657,Bruneau,Françoise,martelroger@example.org,2001-01-16,1,Agadir,0728968482,2021-08-10,referral
CLT0658,Gaillard,Célina,christine71@example.org,1960-06-06,m,tanger,0645061659,2022-01-07,referral
CLT0659,Payet,Michel,mle-goff@example.org,2006-01-01,m,Oujda,0681135229,2022-10-23,email_campaign
CLT0660,Vincent,Marc,agathecohen@example.org,1975-02-16,Femme,Agadir,0681323114,2024-08-03,social_media
CLT0661,Delmas,Renée,unormand@example.com,2007-08-28,1,Rabat,0719965999,2024-03-08,paid_ads
CLT0662,Leleu,Pénélope,ucarpentier@example.com,1962-07-09,1,CASABLANCA,0722262566,2022-03-14,organic
CLT0663,Lecoq,Denise,cecileseguin@example.net,1972-02-12,female,tanger,0745673353,2024-08-12,social_media
CLT0664,Devaux,Caroline,francoismaggie@example.org,2003-07-29,h,casablanca,0689602375,2024-05-23,email_campaign
CLT0665,Pruvost,Arnaude,urousseau@example.org,1995-01-23,0,agadir,0617632807,2022-08-15,paid_ads
CLT0666,Leclerc,Caroline,catherine32@example.org,1966-09-12,h,Fès,0783554679,2022-05-17,referral
CLT0667,Maillet,Frédérique,christelledelorme@example.net,1964-02-16,1,OUJDA,0681912009,2020-08-01,social_media
CLT0668,Pruvost,Tristan,poirierguillaume@example.net,1998-11-19,h,OUJDA,0671294031,2020-03-04,social_media
CLT0669,Gimenez,Pénélope,lucas98@example.com,1968-08-23,h,Agadir,0629480668,2020-02-28,referral
CLT0670,Gérard,Michelle,hverdier@example.org,2007-02-13,female,TANGER,0601238361,2021-09-25,paid_ads
CLT0671,Bertrand,Françoise,laurence74@example.org,1984-02-12,Homme,Fes,0746229527,2024-04-17,paid_ads
CLT0672,Normand,Lorraine,nmichel@example.org,1975-10-14,Homme,Oujda,0646833863,2021-01-31,social_media
CLT0673,Cordier,Camille,theophile60@example.net,1988-07-13,h,marrakech,0749802676,2022-07-28,referral
CLT0674,Aubry,Laure,martinezmargaud@example.net,1997-11-12,Homme,Tnja,0686348430,2021-12-12,organic
CLT0675,Berthelot,Antoinette,legrandhugues@example.org,1994-08-20,m,Tnja,0654468011,2023-09-20,organic
CLT0676,Blondel,Martin,wmary@examplenet,2008-01-06,f,Marrakech,0766595290,2023-11-12,organic
CLT0677,Maurice,Henriette,isaac41@example.com,1968-03-14,male,RABAT,0709844798,2021-05-14,social_media
CLT0678,Perez,Alain,pottierisabelle@example.net,1986-04-12,m,TNG,0742440135,2020-07-16,referral
CLT0679,Boulanger,Clémence,anastasie16@example.net,1969-05-01,male,Marrakech,0696530460,2022-08-09,organic
CLT0680,Durand,Éléonore,jean73@example.net,2003-04-11,1,TNG,0726459730,2024-06-14,referral
CLT0681,Menard,Agnès,olivier60example.net,1968-07-24,m,Meknes,0636359186,2023-04-13,social_media
CLT0682,Gillet,Antoinette,guillaumepierre@example.net,2008-04-14,Homme,agadir,0745127790,2023-11-24,paid_ads
CLT0683,Joseph,Marianne,virginiesauvage@example.net,1957-05-02,Homme,FES,0645725354,2023-10-04,paid_ads
CLT0684,Moulin,Timothée,ugaillard@example.com,1996-11-22,h,OUJDA,0679991257,2024-03-19,organic
CLT0685,Regnier,Célina,deniselemoine@example.net,1985-11-23,0,Casablanca,0603676363,2021-05-21,social_media
CLT0686,Julien,Suzanne,jeanne79@example.org,1959-08-31,0,casablanca,0693837220,2022-09-19,paid_ads
CLT0687,Buisson,Sébastien,martelluc@example.net,2001-05-28,Homme,agadir,0663727981,2022-02-07,paid_ads
CLT0688,Chauveau,Margaud,josephrenault@example.org,1959-12-10,0,Meknes,0632405511,2020-06-25,referral
CLT0689,Le Gall,Gérard,alain23@example.net,1956-03-03,1,FES,0720814188,2023-12-12,social_media
CLT0690,Didier,Océane,vgauthier@example.org,2007-05-24,0,marrakech,0656843581,2023-05-03,referral
CLT0691,Hervé,Susanne,wmahe@example.net,1980-03-16,Homme,OUJDA,0653408055,2024-09-03,paid_ads
CLT0692,Samson,Sylvie,charles11@example.com,1956-08-19,Homme,OUJDA,0626030626,2020-08-01,organic
CLT0693,Klein,Luc,alain94@example.org,1970-04-12,f,RABAT,0604036381,2020-04-03,social_media
CLT0694,Gaudin,Augustin,ochretien@example.com,1971-10-09,Femme,Casablanca,0638062777,2021-05-23,email_campaign
CLT0695,Devaux,Frédérique,bourdonbertrand@example.net,1983-11-17,m,Oujda,0621740567,2022-12-28,social_media
CLT0696,Ledoux,Patricia,blecoq@example.com,1999-04-19,h,Marrakech,0659065784,2020-10-24,referral
CLT0697,Gaillard,Geneviève,guillonmartine@example.org,1955-08-19,Homme,Agadir,0675552550,2021-10-29,social_media
CLT0698,Parent,Inès,emilie61@example.com,1986-02-10,1,tanger,0704131786,2020-08-25,referral
CLT0699,Legrand,Jean,harnaud@example.com,1995-05-27,1,Rabat,0732394581,2021-10-05,email_campaign
CLT0700,Carre,André,alix56@example.net,1958-11-11,0,CASABLANCA,0630302844,2020-01-20,paid_ads
CLT0701,Ferrand,Michel,anais13@example.org,1974-10-24,female,Agadir,0695552125,2021-01-06,email_campaign
CLT0702,Gonzalez,Arthur,denis67@example.com,1972-03-01,Homme,RABAT,0655071799,2023-06-11,paid_ads
CLT0703,Simon,Lucy,andree15@example.com,1984-08-15,h,Tanger,0777094934,2022-07-21,paid_ads
CLT0704,Chauvin,Victor,christophe53@example.com,1965-12-24,0,Meknes,0689005167,2020-06-18,email_campaign
CLT0705,Hoarau,Benjamin,audreyroyer@example.net,1990-02-03,f,agadir,0651712331,2023-01-03,organic
CLT0706,Julien,Agathe,adelaidefaivre@example.org,1991-02-23,h,Agadir,0684235456,2023-12-19,paid_ads
CLT0707,Seguin,Inès,nbrun@example.com,2003-09-25,Femme,marrakech,0712093735,2020-05-09,organic
CLT0708,Chauvet,Corinne,pascalrichard@example.net,1987-06-30,female,RABAT,0634787343,2023-10-23,organic
CLT0709,Bernard,Suzanne,emmanuellacombe@example.org,2007-06-30,1,Fes,0766286299,2023-09-03,social_media
CLT0710,Lebreton,Diane,agnesmendes@example.net,1968-04-24,f,agadir,0770922094,2023-06-04,paid_ads
CLT0711,Pierre,Gabrielle,eleonorebourdon@example.net,1972-09-04,m,Marrakech,0611902971,2021-10-28,social_media
CLT0712,Blin,Margot,cmartineau@example.net,1984-03-14,Femme,marrakech,0685079524,2024-03-29,referral
CLT0713,Pineau,Raymond,claude56@example.com,1996-01-31,Femme,casablanca,0605164564,2020-10-29,social_media
CLT0714,Ollivier,Honoré,diazalexandrie@example.org,1985-04-15,1,OUJDA,0793383655,2023-04-25,social_media
CLT0715,Camus,Aimé,jules71@example.net,1993-11-02,female,Casablanca,0684643500,2024-12-13,paid_ads
CLT0716,Gauthier,Pénélope,loiseauvirginie@example.com,1988-02-29,Homme,Casablanca,0661929537,2020-03-20,organic
CLT0717,Pierre,Claudine,patrick49@example.com,1996-10-14,1,tanger,0636505453,2020-12-11,email_campaign
CLT0718,Gomes,Philippine,zperrot@example.org,1981-05-29,male,casablanca,0790821140,2024-06-27,email_campaign
CLT0719,Guilbert,Chantal,benjamin67@example.com,2007-10-04,0,Tanger,0758769200,2024-06-12,social_media
CLT0720,Leleu,Jeanne,nicolebegue@example.org,1990-08-27,0,CASABLANCA,0778313707,2024-03-30,referral
CLT0721,Gaudin,Alex,gchauvin@example.net,1996-06-06,male,Tanger,0726682029,2022-03-27,social_media
CLT0722,Pereira,Nathalie,vmaillard@example.com,1967-02-28,m,Agadir,0679677065,2024-05-17,email_campaign
CLT0723,Pelletier,Victoire,acharpentier@example.net,1977-03-19,m,Casablanca,0664075666,2022-08-17,email_campaign
CLT0724,Albert,Robert,piresmichel@example.com,1985-03-30,h,Oujda,0666123646,2022-05-11,paid_ads
CLT0725,De Sousa,Geneviève,chevaliergregoire@example.net,1979-04-29,male,Tnja,0757821520,2020-08-24,organic
CLT0726,Poirier,Pénélope,cthibault@example.net,1977-07-11,Femme,agadir,0718173596,2023-02-11,email_campaign
CLT0727,Roche,Margot,daniel67@example.com,1982-07-07,m,FES,0626765509,2022-11-06,organic
CLT0728,Lopez,Claire,danielle63@example.net,1995-10-12,m,Fes,0695977051,2021-03-01,organic
CLT0729,Foucher,Jules,lrenaud@example.org,1992-12-11,male,casablanca,0621553309,2021-11-21,referral
CLT0730,Jacquot,Richard,hhamon@example.org,1985-11-12,h,Casablanca,0754636831,2021-09-14,organic
CLT0731,Arnaud,Noël,alixroussel@example.net,2004-10-21,0,RABAT,0775022941,2022-05-06,paid_ads
CLT0732,Pierre,Susan,paulinemasson@example.com,1984-04-06,0,tanger,0647134220,2023-04-23,organic
CLT0733,Da Costa,Patrick,margauxprevost@example.com,1993-08-30,1,Tanger,0626385704,2024-12-05,referral
CLT0734,De Sousa,Catherine,colletmargaud@example.com,1985-05-15,f,Fès,0690720231,2024-08-22,email_campaign
CLT0735,Samson,Brigitte,robert03@example.org,1972-05-05,m,Marrakech,0783765756,2024-05-30,social_media
CLT0736,Joly,Gabriel,lucas45@example.org,1989-04-22,female,casablanca,0630068023,2023-04-15,social_media
CLT0737,Ledoux,Timothée,antoinette24@example.com,1979-03-24,h,Meknes,0636472257,2023-06-06,organic
CLT0738,Navarro,Christelle,klegrand@example.com,1974-09-25,0,FES,0611187032,2021-03-25,paid_ads
CLT0739,Bigot,Marcel,helene28@example.com,1986-09-06,Femme,Tnja,0787452375,2022-08-01,social_media
CLT0740,Rey,Alice,ggodard@example.com,1995-06-06,1,Tanger,0669179579,2022-09-10,referral
CLT0741,Jourdan,Daniel,morelgenevieve@example.com,1957-07-28,female,TANGER,0687316761,2023-09-22,organic
CLT0742,Devaux,Adélaïde,cordierdenis@example.com,1957-06-08,f,FES,0677776042,2021-03-31,email_campaign
CLT0743,Meyer,Martine,nboucher@example.org,1993-02-09,female,TANGER,0795356449,2024-06-21,organic
CLT0744,Raymond,Hugues,gseguin@example.net,2004-08-31,Femme,CASABLANCA,0646314114,2023-02-02,email_campaign
CLT0745,Boutin,Alice,langloisastrid@example.net,1992-11-08,1,TANGER,0635203238,2022-08-13,referral
CLT0746,Thierry,Michèle,thibault79@example.org,1966-08-27,female,marrakech,0610472521,2023-07-02,paid_ads
CLT0747,Durand,Alexandrie,vincentalfred@example.net,1994-11-23,h,Meknes,0648752541,2023-02-16,email_campaign
CLT0748,Joubert,Julien,alix33@example.com,1962-11-06,male,RABAT,0785822864,2022-12-19,social_media
CLT0749,Petitjean,Alexandria,bouchetadele@example.com,1983-04-03,h,Tanger,0768000600,2024-10-29,organic
CLT0750,Jourdan,Laurence,catherine99@example.net,1963-08-07,m,marrakech,0759383072,2022-12-08,social_media
CLT0751,Dumont,Michel,lucypons@example.org,1962-10-21,h,marrakech,0736867418,2023-04-04,referral
CLT0752,Joseph,Laure,barthelemyhelene@example.org,1994-09-26,male,Fès,0606137388,2023-10-04,referral
CLT0753,Charrier,William,roycapucine@example.com,1987-11-29,h,marrakech,0665878944,2023-03-02,paid_ads
